username;name;gender;birth_date;account_creation;pay_method;account_status
CarmiAntunes-Monteiro;Carminho Antunes-Monteiro;F;07/09/1998;25/09/2021;cash;active
SPires110;Sofia Pires;F;28/04/1955;14/11/2020;debit_card;active
LuíMatos118;Luís Matos;M;09/08/1955;27/03/2015;cash;active
SiCardoso;Simão Cardoso;M;09/11/1968;12/08/2016;debit_card;active
MariMachado100;Maria Machado;F;10/06/1999;06/02/2016;credit_card;active
RuMacedo;Rui Macedo;M;06/01/1963;03/10/2016;cash;active
JésNunes86;Jéssica Nunes;F;29/12/1989;31/12/2014;cash;active
MadalAraújo-Sousa53;Madalena Araújo-Sousa;F;06/01/1998;15/09/2019;debit_card;active
MartSimões131;Martim Simões;M;20/01/1980;26/06/2015;cash;active
ÉValente60;Érica de Valente;F;21/02/1958;09/03/2017;cash;active
LRamos41;Leandro da Ramos;M;29/09/1966;28/11/2014;credit_card;active
IaJesus80;Iara Jesus;F;03/08/2003;11/02/2017;credit_card;active
CaFonseca;Camila Fonseca;F;10/10/1965;18/01/2020;credit_card;active
FrancFigueiredo97;Francisco Figueiredo;M;23/08/1986;20/07/2017;cash;active
LuíBaptista2;Luís Baptista;M;25/01/1962;28/04/2011;debit_card;active
ToAbreu41;Tomé Abreu;M;16/02/1973;21/08/2017;debit_card;active
LuíAssunção;Luísa Assunção;F;23/11/1997;24/12/2014;debit_card;active
JulianNeves;Juliana de Neves;F;27/01/1970;31/10/2016;credit_card;active
MCunha133;Marcos Cunha;M;28/12/1968;07/01/2020;credit_card;active
NicolCastro-Vicente104;Nicole Castro-Vicente;F;05/10/1992;14/11/2018;debit_card;active
AlexCoelho98;Alexandre Coelho;M;17/04/1999;11/10/2021;cash;active
MJesus80;Mauro Jesus;M;18/04/1995;19/06/2014;cash;active
VioletRocha;Violeta-Raquel Rocha;F;25/03/1996;02/09/2019;credit_card;active
ANascimento99;Amélia Nascimento;F;21/12/1980;19/01/2019;cash;active
PedrVicente-Guerreiro131;Pedro Vicente-Guerreiro;M;08/02/1961;15/06/2015;credit_card;active
TNascimento131;Tiago Nascimento;M;14/02/1957;02/02/2016;credit_card;active
BáVieira;Bárbara Vieira;F;16/11/1951;25/07/2021;cash;active
RoSoares-Rocha85;Rodrigo Soares-Rocha;M;08/04/1966;24/02/2014;credit_card;active
ValentiGomes144;Valentim Gomes;M;10/12/1988;21/11/2016;cash;active
CéEsteves;César de Esteves;M;12/04/1950;22/04/2013;debit_card;inactive
PatRibeiro;Patrícia Ribeiro;F;28/02/1977;07/09/2016;cash;active
AliRibeiro123;Alice Ribeiro;F;17/01/1967;22/06/2014;cash;active
RicarJesus;Ricardo Jesus;M;31/07/1963;16/02/2020;credit_card;active
IsabelNunes;Isabela Nunes;F;15/12/1975;26/10/2012;cash;active
SantNunes135;Santiago Nunes;M;24/09/1989;02/02/2010;cash;inactive
DianNeto;Diana Neto;F;13/04/1982;08/05/2021;debit_card;active
YaCorreia99;Yara Correia;F;17/03/1967;11/06/2014;debit_card;active
IsaAssunção22;Isaac Assunção;M;27/03/1962;17/08/2010;cash;active
MatilCruz113;Matilde do Cruz;F;17/06/1983;10/06/2017;debit_card;active
HenriquRamos67;Henrique Ramos;M;10/01/1998;22/01/2010;credit_card;active
LTeixeira36;Lorena Teixeira;F;21/05/1972;07/12/2011;cash;active
GaspTeixeira;Gaspar Teixeira;M;24/05/1962;17/05/2019;debit_card;active
JoaquMacedo84;Joaquim Macedo;M;29/06/1980;02/04/2016;debit_card;active
VicMonteiro91;Vicente Monteiro;M;31/05/1993;26/09/2011;debit_card;active
CarminhRibeiro;Carminho Ribeiro;F;27/02/1963;12/03/2012;credit_card;active
MarAlmeida129;Maria Almeida;F;22/11/1957;07/06/2014;credit_card;active
ETavares40;Ema Tavares;F;13/06/1956;01/05/2013;debit_card;active
FreCastro;Frederico Castro;M;10/05/1950;03/01/2013;cash;active
ValenAntunes35;Valentim Antunes;M;18/08/1952;20/02/2018;cash;inactive
LuMagalhães82;Lucas de Magalhães;M;06/04/1976;29/03/2010;credit_card;inactive
NoAmorim;Noa Amorim;M;25/12/1968;25/04/2011;debit_card;active
TomDomingues48;Tomás Domingues;M;13/03/1955;07/07/2015;cash;active
BenjLopes;Benjamim Lopes;M;08/09/2004;01/01/2018;debit_card;active
DianMorais;Diana Morais;F;27/05/1980;24/03/2017;credit_card;active
NoaAssunção25;Noah Assunção;M;23/05/1967;19/09/2016;credit_card;active
BruPinho32;Bruna Pinho;F;29/10/1983;20/03/2019;debit_card;active
NáBrito-Paiva;Nádia Brito-Paiva;F;04/04/2004;09/01/2014;credit_card;active
VicenNeto20;Vicente Neto;M;10/04/1981;16/01/2014;credit_card;active
MadaBarbosa37;Madalena-Íris Barbosa;F;13/08/1969;23/12/2021;debit_card;active
SAlves33;Simão Alves;M;23/07/2000;08/07/2019;credit_card;active
HDomingues66;Helena Domingues;F;17/11/1954;20/12/2013;debit_card;active
AnVaz139;Ana Vaz;F;21/09/2002;03/02/2016;credit_card;active
VascMachado;Vasco Machado;M;24/05/1950;04/04/2018;cash;active
LariFigueiredo103;Larissa Figueiredo;F;12/06/1966;21/01/2012;debit_card;active
CamiGonçalves;Camila Gonçalves;F;22/09/1968;29/10/2015;credit_card;active
ÂngelGarcia121;Ângela de Garcia;F;20/09/1982;01/08/2016;cash;active
BenjamMoreira39;Benjamim Moreira;M;11/09/1999;13/07/2018;cash;active
CaetanGuerreiro;Caetana Guerreiro;F;28/07/1960;22/03/2011;debit_card;active
LCruz78;Lucas Cruz;M;03/12/1965;18/07/2010;cash;active
LúciValente-Matias;Lúcia Valente-Matias;F;19/02/1979;08/02/2020;cash;active
JosVicente127;José Vicente;M;31/12/2003;26/06/2017;cash;active
MLoureiro21;Mauro Loureiro;M;14/02/2000;14/05/2021;debit_card;active
XavieMaia1;Xavier Maia;M;20/02/1975;08/08/2016;cash;active
EmíliJesus2;Emília Jesus;F;29/12/1975;14/06/2010;cash;active
KévPinheiro2;Kévim Pinheiro;M;04/01/1954;21/12/2010;debit_card;active
JoValente24;Joel Valente;M;11/01/1978;29/09/2013;debit_card;active
AdriaVaz28;Adriana do Vaz;F;10/06/1959;10/10/2019;cash;active
MarFonseca75;Martim Fonseca;M;03/09/1968;04/02/2016;cash;active
TiBranco23;Tiago Branco;M;09/08/1995;18/02/2015;credit_card;active
SandAbreu-Nogueira;Sandro Abreu-Nogueira;M;16/03/1953;18/02/2010;cash;active
FrancisBatista;Francisco Batista;M;01/05/1974;08/05/2015;cash;active
VascDomingues;Vasco Domingues;M;20/10/1983;02/09/2021;cash;active
WillMonteiro;William Monteiro;M;05/04/1956;13/03/2015;credit_card;active
GustaRodrigues105;Gustavo Rodrigues;M;16/01/1957;07/06/2019;debit_card;active
DeBarbosa38;Denis da Barbosa;M;08/11/1952;24/09/2011;credit_card;active
CrNeto55;Cristiano Neto;M;14/04/1989;03/07/2019;debit_card;active
IMonteiro139;Isabel Monteiro;F;23/07/1953;25/06/2013;credit_card;active
LiMiranda42;Lia Miranda;F;13/04/1968;06/05/2019;cash;active
VReis28;Valentina Reis;F;10/02/2003;28/04/2014;debit_card;active
RodrTeixeira76;Rodrigo do Teixeira;M;20/08/1977;22/12/2017;credit_card;active
ECarvalho10;Ema Carvalho;F;18/10/1998;21/10/2018;debit_card;active
ÂngeSá;Ângela Sá;F;09/06/1978;20/07/2016;cash;active
DaAmaral48;Daniela Amaral;F;14/01/2000;27/01/2018;credit_card;active
IsaFigueiredo38;Isabel Figueiredo;F;19/10/1952;26/03/2017;credit_card;active
ArAnjos;Artur do Anjos;M;29/03/1970;01/11/2018;debit_card;active
MRodrigues-Sousa;Mariana Rodrigues-Sousa;F;02/04/1991;01/08/2020;credit_card;active
GuBarros;Gustavo Barros;M;17/02/1983;15/09/2021;debit_card;active
RenatTavares105;Renato Tavares;M;27/09/1972;06/02/2016;cash;active
Ângela-Macedo90;Ângela-Soraia Macedo;F;02/01/1999;08/05/2011;debit_card;active
EricFonseca81;Erica Fonseca;F;14/03/1979;14/06/2010;credit_card;active
LaurTavares-Abreu23;Laura Tavares-Abreu;F;08/05/1963;16/11/2021;cash;active
AndreiMota;Andreia Mota;F;23/02/1992;19/05/2018;credit_card;active
DAzevedo117;Denis Azevedo;M;11/12/1972;15/06/2017;credit_card;active
HeMatos140;Henrique Matos;M;09/01/1952;14/06/2021;credit_card;active
VictóriMota;Victória Mota;F;24/10/1978;18/06/2011;cash;active
AfonAlves120;Afonso Alves;M;19/10/1951;21/10/2017;debit_card;active
BernarFonseca;Bernardo Fonseca;M;21/11/1986;09/09/2012;debit_card;active
IsabPinto;Isabel de Pinto;F;02/06/1950;27/06/2013;credit_card;active
LisanNascimento-Barros;Lisandro Nascimento-Barros;M;20/12/1998;02/08/2021;credit_card;active
Alice-Domingues;Alice-Mara Domingues;F;14/04/1980;17/05/2013;credit_card;inactive
FredPaiva131;Frederico Paiva;M;08/11/1977;10/11/2015;credit_card;active
LourençMonteiro-Simões;Lourenço Monteiro-Simões;M;09/06/1971;30/09/2012;cash;active
LuíGomes52;Luísa Gomes;F;11/02/1970;17/04/2017;debit_card;active
LFerreira-Matias;Lia Ferreira-Matias;F;12/07/1961;14/10/2013;credit_card;active
NádiAbreu;Nádia de Abreu;F;30/01/1991;02/06/2010;debit_card;active
IsBaptista;Isabel Baptista;F;27/03/1955;09/07/2014;debit_card;active
ALopes125;Amélia Lopes;F;09/11/1955;07/01/2013;cash;active
NuRibeiro;Nuno Ribeiro;M;20/02/1958;09/10/2010;cash;active
DieTavares;Diego Tavares;M;14/03/1962;14/05/2019;cash;active
NoMoura48;Noa Moura;M;16/06/1988;16/12/2011;credit_card;active
IsmMatias66;Ismael de Matias;M;03/12/1989;03/02/2014;cash;active
FLopes-Macedo;Flor Lopes-Macedo;F;14/04/1973;18/05/2016;cash;active
EmíLourenço;Emília Lourenço;F;05/05/2003;05/04/2014;cash;inactive
FBorges55;Filipe Borges;M;14/03/1995;01/11/2020;credit_card;active
LSilva73;Luna Silva;F;12/04/1971;02/10/2019;debit_card;active
FFaria45;Flor Faria;F;01/01/1997;21/07/2011;debit_card;active
PedMarques99;Pedro Marques;M;23/02/1973;27/02/2013;cash;active
AndreHenriques;Andreia Henriques;F;21/06/1962;11/01/2013;cash;active
AliLeal;Alice Leal;F;12/10/1954;19/02/2016;cash;active
BianMartins-Pereira;Bianca Martins-Pereira;F;26/04/2003;26/02/2010;cash;active
FilRocha56;Filipe de Rocha;M;27/05/1984;01/08/2020;debit_card;active
SéTorres73;Sérgio Torres;M;29/04/2000;18/08/2017;debit_card;active
AlVieira-Andrade;Alícia Vieira-Andrade;F;20/04/1977;26/10/2015;debit_card;active
TatianBarros87;Tatiana Barros;F;20/05/1952;21/10/2017;cash;active
SantiagBranco;Santiago Branco;M;20/05/1955;25/11/2015;cash;active
NicoAndrade;Nicole-Luna Andrade;F;16/01/1980;23/09/2019;debit_card;active
TeresFerreira;Teresa Ferreira;F;05/06/1957;30/07/2011;credit_card;active
MélanEsteves31;Mélanie Esteves;F;25/10/1960;03/06/2018;debit_card;active
MafalBatista-Carvalho33;Mafalda Batista-Carvalho;F;22/11/1991;01/03/2011;cash;inactive
MatiaVicente119;Matias Vicente;M;15/08/1950;22/10/2013;cash;active
ErAraújo79;Erika de Araújo;F;21/10/1983;17/08/2015;cash;active
EnzFigueiredo66;Enzo Figueiredo;M;01/01/1993;27/07/2012;debit_card;active
NoMoreira52;Noa Moreira;M;24/04/1966;20/06/2011;cash;active
SandTavares88;Sandro da Tavares;M;03/06/1988;24/12/2010;credit_card;active
WilliaCorreia73;William do Correia;M;03/07/1970;07/05/2016;debit_card;active
IsmaeNogueira;Ismael Nogueira;M;22/06/1957;23/08/2019;cash;active
YasmMota-Pinheiro47;Yasmin Mota-Pinheiro;F;21/12/1987;16/02/2014;credit_card;active
ICorreia76;Isabel Correia;F;14/07/1976;17/01/2011;debit_card;active
CatSá;Catarina Sá;F;21/04/1994;21/06/2019;cash;active
IrFigueiredo112;Irina Figueiredo;F;08/01/1994;24/02/2014;credit_card;active
VicSá;Victória Sá;F;16/06/1964;21/03/2012;credit_card;active
FábSoares;Fábio Soares;M;25/06/1963;10/05/2017;debit_card;active
LisandPereira;Lisandro Pereira;M;04/01/2001;10/12/2019;debit_card;active
DeniTeixeira-Pacheco140;Denis Teixeira-Pacheco;M;10/01/1973;07/04/2019;cash;active
PVieira21;Petra Vieira;F;13/10/1954;28/07/2017;cash;active
SalvaMatias124;Salvador Matias;M;20/02/1973;21/08/2020;cash;active
IvCoelho126;Ivan Coelho;M;22/09/1958;05/04/2013;debit_card;active
FredeCarneiro-Ramos50;Frederico Carneiro-Ramos;M;28/01/1972;26/04/2018;debit_card;active
MaRibeiro51;Manuel do Ribeiro;M;18/11/1961;08/06/2013;cash;active
JoSousa56;Joel Sousa;M;10/04/1975;23/01/2012;cash;active
FiBrito12;Filipe Brito;M;07/06/1975;18/08/2019;credit_card;active
TBorges95;Tomé Borges;M;20/10/1992;21/09/2015;cash;active
MMartins-Vaz;Marco Martins-Vaz;M;13/06/1976;23/09/2011;debit_card;active
ECardoso-Fernandes1;Eva Cardoso-Fernandes;F;24/09/1999;15/06/2017;cash;active
ErikCampos;Erika Campos;F;22/02/1979;13/07/2015;cash;active
CarminhMatos-Rodrigues;Carminho Matos-Rodrigues;F;06/08/1961;29/02/2012;cash;active
CésSoares;César Soares;M;29/08/1957;25/02/2018;debit_card;active
SarReis31;Sara da Reis;F;23/06/1980;13/07/2013;cash;active
MaAndrade-Leal148;Manuel Andrade-Leal;M;15/10/1952;23/11/2014;cash;active
LucPereira100;Lucas Pereira;M;22/12/1975;09/05/2015;credit_card;active
RitAmorim30;Rita Amorim;F;22/04/1951;03/05/2018;cash;active
RaquBarbosa;Raquel-Gabriela Barbosa;F;08/11/1996;28/07/2012;debit_card;active
GaMota106;Gabriela-Kyara Mota;F;21/12/1989;12/11/2011;debit_card;active
YasBaptista;Yasmin Baptista;F;19/02/1983;15/08/2021;cash;active
MiRodrigues137;Miguel Rodrigues;M;11/01/1961;03/02/2015;debit_card;active
TerFreitas;Teresa Freitas;F;09/02/1986;01/10/2013;cash;active
RVieira83;Rui Vieira;M;15/09/1987;28/06/2011;credit_card;active
NMatos101;Nair Matos;F;08/06/1956;12/03/2020;debit_card;active
JosSilva62;José Silva;M;13/06/1972;23/07/2020;credit_card;active
ÁlvarNunes31;Álvaro de Nunes;M;19/12/1985;07/05/2019;debit_card;active
DAndrade88;Dinis Andrade;M;09/06/2001;04/09/2018;debit_card;active
ManNogueira77;Manuel Nogueira;M;05/04/1959;27/02/2012;cash;active
EduAbreu;Eduarda Abreu;F;08/02/1956;12/11/2010;debit_card;active
MCampos7;Mariana Campos;F;25/02/1977;09/10/2012;debit_card;active
SandrBarros130;Sandro do Barros;M;29/01/1960;12/09/2020;cash;active
MárciLeite47;Márcio Leite;M;20/10/1977;21/06/2010;cash;active
ÁRamos;Álvaro da Ramos;M;18/06/1972;17/01/2011;debit_card;active
ErNogueira;Erika Nogueira;F;15/09/1998;21/05/2021;credit_card;active
YasmLoureiro;Yasmin Loureiro;F;18/07/1989;26/11/2019;debit_card;active
CFigueiredo50;César Figueiredo;M;02/05/1950;04/09/2010;debit_card;active
SFernandes6;Sandro Fernandes;M;17/10/1961;21/09/2011;debit_card;active
AndrGonçalves;Andreia Gonçalves;F;06/12/1979;18/08/2011;credit_card;active
LNeto47;Leonor Neto;F;27/02/1950;29/12/2013;debit_card;active
FranciRocha23;Francisco Rocha;M;26/11/1976;01/10/2014;debit_card;active
ÉMota;Érica Mota;F;25/06/1978;02/06/2011;cash;active
ECampos125;Eva Campos;F;18/05/1957;23/07/2013;debit_card;active
MafaldMaia58;Mafalda Maia;F;05/07/1979;26/05/2013;credit_card;active
YasGarcia54;Yasmin Garcia;F;22/07/1973;22/12/2021;cash;active
SarPinto93;Sara do Pinto;F;19/11/2004;09/07/2017;cash;active
ViceMendes-Ramos132;Vicente Mendes-Ramos;M;25/11/1994;20/11/2010;cash;active
PaHenriques;Paulo Henriques;M;03/08/1992;08/07/2011;debit_card;active
LuMiranda63;Lucas Miranda;M;15/02/1986;09/04/2018;debit_card;active
ValRibeiro125;Valentim Ribeiro;M;08/08/1979;28/03/2017;credit_card;active
IvMartins126;Ivo Martins;M;11/01/1965;29/09/2017;credit_card;active
NaiMorais;Naiara Morais;F;31/08/1964;15/08/2015;debit_card;active
RafaMagalhães61;Rafael Magalhães;M;12/02/2002;18/10/2021;cash;active
FloMelo123;Flor Melo;F;14/02/1957;26/12/2016;debit_card;active
BryaTorres;Bryan Torres;M;21/01/1965;02/05/2012;cash;active
FiliLopes59;Filipa Lopes;F;26/10/1951;11/06/2014;cash;active
JoAmorim53;José Amorim;M;21/10/1978;14/07/2011;debit_card;active
BrunPacheco-Pinto;Bruno Pacheco-Pinto;M;30/11/1957;03/01/2018;debit_card;active
ÂnTeixeira134;Ângela Teixeira;F;12/09/1962;13/02/2017;debit_card;active
CaeBarros115;Caetana Barros;F;11/11/1982;05/09/2011;cash;active
Bárbara-FilipVicente2;Bárbara-Filipa Vicente;F;01/09/1953;25/11/2017;cash;active
MauFigueiredo74;Mauro Figueiredo;M;28/01/1980;18/03/2020;cash;active
IsaFaria;Isabel Faria;F;08/10/1969;03/11/2014;debit_card;active
DGonçalves55;Diana Gonçalves;F;05/09/1981;27/05/2020;cash;active
NaAmorim143;Nair-Benedita Amorim;F;25/05/1982;21/08/2013;debit_card;active
GiCoelho;Gil de Coelho;M;27/07/1979;13/02/2020;debit_card;active
CláNunes;Cláudio Nunes;M;21/03/1958;03/09/2015;credit_card;active
JDomingues36;Jorge Domingues;M;05/07/1986;08/06/2012;cash;active
GiMatos;Gil Matos;M;24/02/1951;02/09/2020;debit_card;active
AfoGarcia112;Afonso Garcia;M;27/08/1973;18/03/2013;cash;active
SoRodrigues;Soraia Rodrigues;F;06/02/1970;20/01/2012;credit_card;active
EricCruz;Erica Cruz;F;08/06/1952;10/01/2017;credit_card;active
JoanCunha;Joana-Petra Cunha;F;22/12/1966;13/02/2020;credit_card;active
ÉriMacedo;Érica Macedo;F;30/06/1985;25/03/2011;credit_card;active
DeniBrito122;Denis Brito;M;24/07/1953;22/06/2014;debit_card;active
MaTeixeira103;Matilde Teixeira;F;31/12/1995;13/05/2021;credit_card;active
TaSilva;Tatiana Silva;F;25/06/1968;18/02/2014;debit_card;inactive
AnFernandes1;André Fernandes;M;11/06/1964;29/08/2017;credit_card;active
ClFaria;Clara de Faria;F;05/01/1956;30/11/2010;credit_card;active
SeFerreira122;Sebastião Ferreira;M;13/10/1980;11/12/2017;cash;active
GBarbosa-Leal36;Guilherme Barbosa-Leal;M;19/12/2003;02/09/2019;debit_card;active
BLeite150;Beatriz Leite;F;28/08/1956;07/10/2016;cash;active
LauLoureiro;Laura Loureiro;F;25/08/1968;14/10/2021;cash;inactive
ViMendes105;Vitória da Mendes;F;10/05/1972;03/10/2011;cash;active
GonçalBaptista4;Gonçalo Baptista;M;08/04/1953;25/01/2015;debit_card;active
IAnjos137;Inês do Anjos;F;11/10/1959;27/09/2010;credit_card;active
MarSoares21;Mara Soares;F;22/02/1974;02/06/2014;debit_card;active
FaFerreira-Ribeiro94;Fabiana Ferreira-Ribeiro;F;22/11/1966;11/05/2011;debit_card;active
LeonPacheco;Leonor Pacheco;F;30/07/1977;11/10/2020;cash;active
JorVaz22;Jorge Vaz;M;22/09/1970;28/07/2019;debit_card;active
JMoura105;João Moura;M;18/04/1962;29/10/2017;credit_card;active
MargaTorres;Margarida Torres;F;06/05/1958;02/03/2012;credit_card;active
EmanuMacedo76;Emanuel Macedo;M;08/08/2004;19/07/2010;credit_card;inactive
ÂngelFreitas133;Ângela Freitas;F;16/11/2002;21/11/2011;cash;active
GMatias123;Gustavo Matias;M;16/11/2001;22/02/2012;debit_card;active
DiegRibeiro19;Diego Ribeiro;M;25/03/1977;09/11/2012;credit_card;inactive
ERocha13;Erica Rocha;F;24/03/1960;25/04/2013;debit_card;active
MaMacedo29;Madalena Macedo;F;28/11/1951;28/07/2012;cash;active
LFonseca87;Luís Fonseca;M;17/02/1961;24/09/2015;debit_card;active
SaVieira;Sara Vieira;F;14/02/1978;13/06/2014;credit_card;active
BiaMoura;Bianca Moura;F;30/06/1971;02/02/2019;credit_card;active
VCarvalho75;Vera Carvalho;F;20/02/1959;27/07/2016;debit_card;active
RitLourenço36;Rita Lourenço;F;06/10/1981;03/07/2018;cash;active
RitVaz40;Rita Vaz;F;16/01/1981;10/04/2014;debit_card;active
NMartins150;Noah Martins;M;06/05/1992;31/01/2016;cash;active
MGonçalves76;Mafalda Gonçalves;F;01/10/1993;29/01/2011;debit_card;active
Flor-LSilva93;Flor-Lia Silva;F;07/09/2002;08/10/2017;cash;active
HeMatias;Helena Matias;F;24/08/1974;12/07/2017;cash;active
BrunRodrigues146;Bruno Rodrigues;M;12/05/2004;21/10/2017;credit_card;active
PauLeal98;Paulo Leal;M;24/04/1972;19/08/2012;credit_card;active
MatNogueira;Matias da Nogueira;M;21/03/1994;26/01/2020;cash;active
EmíliVieira;Emília Vieira;F;16/05/1981;01/05/2015;credit_card;active
JorgAndrade;Jorge Andrade;M;10/02/1975;29/06/2019;credit_card;active
CatariMota;Catarina Mota;F;07/08/1999;12/03/2015;debit_card;active
Filipa-PiAntunes143;Filipa-Pilar Antunes;F;12/05/1973;25/11/2021;cash;active
IVieira132;Isaac Vieira;M;03/04/1985;24/09/2013;cash;active
LuanMacedo;Luana Macedo;F;01/06/1964;11/02/2011;credit_card;active
FLopes13;Fábio de Lopes;M;11/10/1976;22/02/2021;debit_card;active
MatiCampos16;Matias Campos;M;23/01/1993;28/07/2017;cash;active
HuCosta45;Hugo Costa;M;24/10/1963;19/10/2012;credit_card;active
IsabNascimento82;Isabel Nascimento;F;14/07/1963;24/02/2017;cash;active
JaiCruz;Jaime Cruz;M;02/08/1955;22/06/2011;credit_card;active
NSantos-Gonçalves110;Nuno Santos-Gonçalves;M;21/08/1962;11/04/2017;debit_card;active
FranciCampos61;Francisca-Petra Campos;F;23/08/1990;14/07/2020;cash;active
LetíciMoura;Letícia Moura;F;08/05/1991;13/05/2020;credit_card;inactive
AndrMarques22;André Marques;M;20/08/1958;20/04/2010;debit_card;active
YarAnjos58;Yara Anjos;F;27/07/1957;07/06/2019;debit_card;active
MMarques87;Marta Marques;F;24/05/2001;16/03/2010;credit_card;active
JoMagalhães121;Joel Magalhães;M;20/04/1980;08/04/2012;credit_card;active
DanieMaia;Daniela Maia;F;12/12/1959;06/11/2014;cash;active
JoãLopes85;João Lopes;M;07/11/1955;31/03/2012;credit_card;active
NuGuerreiro15;Nuno Guerreiro;M;15/02/1988;02/04/2015;cash;active
KéSoares89;Kévim Soares;M;26/02/1964;11/08/2017;credit_card;active
EmaAmorim66;Emanuel Amorim;M;14/12/1972;23/05/2019;debit_card;active
ÍrSimões19;Íris Simões;F;22/03/1988;18/09/2019;credit_card;active
MCarneiro66;Mauro Carneiro;M;16/07/1962;28/06/2018;cash;active
ValeOliveira16;Valentina-Rita Oliveira;F;01/04/1960;22/03/2013;debit_card;active
ÍrOliveira91;Íris Oliveira;F;26/05/1967;26/01/2019;credit_card;active
Benedita-SoCunha;Benedita-Soraia Cunha;F;17/01/1970;08/05/2013;credit_card;active
NeAndrade33;Nelson Andrade;M;23/08/1984;09/04/2010;credit_card;active
CarmiNeves79;Carminho Neves;F;14/03/1986;17/09/2018;debit_card;active
AnBranco59;António Branco;M;02/07/1971;04/03/2017;debit_card;active
SaGaspar;Samuel Gaspar;M;28/06/2004;03/04/2018;cash;active
AJesus117;Adriana Jesus;F;15/01/1983;28/12/2010;debit_card;active
SalvadFerreira56;Salvador Ferreira;M;28/10/1993;26/09/2013;credit_card;active
SamueSoares27;Samuel de Soares;M;16/05/1980;06/09/2013;debit_card;active
BryaGuerreiro76;Bryan Guerreiro;M;14/01/1997;20/10/2014;credit_card;active
BriCampos103;Brian de Campos;M;06/05/1951;09/06/2016;credit_card;active
DiTorres;Dinis Torres;M;08/03/1965;08/08/2020;debit_card;active
MáAlves89;Mário Alves;M;25/11/1979;25/02/2010;debit_card;active
IaPinho-Neves57;Iara Pinho-Neves;F;15/02/1997;15/11/2015;debit_card;active
EduarCorreia;Eduarda Correia;F;22/01/1956;02/06/2017;credit_card;active
IRibeiro9;Ivan Ribeiro;M;03/08/1965;31/05/2015;credit_card;active
LouHenriques;Lourenço Henriques;M;23/03/1980;26/09/2015;debit_card;active
HuTorres78;Hugo Torres;M;03/09/1983;24/09/2020;debit_card;active
EmanueTorres146;Emanuel Torres;M;24/08/1963;14/03/2010;debit_card;active
EriMagalhães;Erika Magalhães;F;18/05/1962;22/02/2016;debit_card;active
LTeixeira88;Luana de Teixeira;F;15/03/1967;07/11/2017;credit_card;active
LauMonteiro142;Laura da Monteiro;F;04/03/1999;02/06/2014;credit_card;active
RúRodrigues79;Rúben Rodrigues;M;13/01/1968;26/12/2015;cash;active
JéssNunes;Jéssica de Nunes;F;05/12/1976;12/07/2014;debit_card;active
DuartAssunção;Duarte Assunção;M;09/07/1999;31/07/2010;credit_card;active
JoMoreira111;Joana Moreira;F;09/10/1972;15/04/2018;cash;active
Leonor-MiCunha13;Leonor-Mia Cunha;F;30/04/1954;13/11/2021;debit_card;active
GuilheFernandes95;Guilherme Fernandes;M;03/03/1958;20/05/2017;credit_card;active
GaAzevedo3;Gaspar da Azevedo;M;20/11/1989;19/12/2021;debit_card;active
MNeto-Carneiro129;Marta Neto-Carneiro;F;17/06/1988;07/04/2021;cash;active
LucBranco56;Luca Branco;M;16/05/1956;23/10/2011;credit_card;active
EmanSousa49;Emanuel Sousa;M;22/10/1982;26/03/2021;cash;active
IDomingues89;Inês Domingues;F;20/04/1981;12/09/2020;debit_card;active
MBranco6;Manuel Branco;M;01/11/1973;16/05/2011;debit_card;active
JLourenço131;Jaime Lourenço;M;01/09/2004;08/11/2011;debit_card;active
NoaJesus50;Noah Jesus;M;27/07/1954;11/11/2010;credit_card;active
FrAzevedo135;Francisca Azevedo;F;20/02/2000;05/01/2018;credit_card;active
LucRamos;Luca Ramos;M;07/02/1993;18/06/2016;credit_card;active
XavieFernandes-Pinho68;Xavier Fernandes-Pinho;M;14/01/1967;09/06/2012;credit_card;active
BiancOliveira;Bianca Oliveira;F;03/02/1972;02/01/2019;credit_card;active
AfoFaria81;Afonso Faria;M;08/02/1988;22/01/2019;debit_card;active
MLeite21;Mia Leite;F;31/03/1979;19/07/2012;cash;inactive
SarGuerreiro;Sara Guerreiro;F;26/12/1953;22/08/2010;credit_card;active
VeMelo;Vera Melo;F;23/09/1951;24/03/2012;debit_card;active
GuilMonteiro;Guilherme do Monteiro;M;19/04/1959;09/05/2020;debit_card;active
FraSoares129;Francisco de Soares;M;21/01/1975;24/01/2010;cash;inactive
RodrigLopes;Rodrigo Lopes;M;03/09/1952;02/01/2018;credit_card;active
VDomingues138;Vera Domingues;F;04/10/1997;28/01/2010;debit_card;active
DaNeves;Daniel Neves;M;13/11/1994;06/07/2010;debit_card;active
ValentinaMonteiro;Valentina-Ema Monteiro;F;10/05/1992;14/10/2012;credit_card;active
IrinCastro51;Irina Castro;F;09/02/1996;13/02/2018;credit_card;active
CrJesus;Cristiano Jesus;M;21/02/1952;12/07/2020;credit_card;active
CriMartins;Cristiano Martins;M;18/03/2003;17/04/2020;credit_card;active
VeVicente;Vera Vicente;F;08/04/1971;23/05/2018;debit_card;active
Juliana-MafReis44;Juliana-Mafalda Reis;F;24/07/1957;11/03/2019;credit_card;active
GaMiranda129;Gaspar Miranda;M;06/02/1997;19/05/2010;cash;active
WilsCruz;Wilson Cruz;M;25/03/1975;02/04/2019;credit_card;active
